professor,content,class_level,rating,date
Claire Cardie,"So disorganized, unclear lectures", CS4740,"QUALITY
2.0
DIFFICULTY
3.0","Dec 24th, 2018"
Claire Cardie,"Professor Cardie herself is accessible and tries to be helpful. However, the rest of the course stuff was disorganized and it felt like Professor Cardie was out-of-loop regarding her own class, especially in terms of the assignments. Very interesting class but beware the projects, very open-ended, unclear and time consuming.", CS4740,"QUALITY
3.0
DIFFICULTY
3.0","Dec 16th, 2018"
Claire Cardie,"This class was very interesting, and the programming assignments, while long, were excellent. Professor Cardie was frequently quite unclear with concepts, and Piazza was very seldom used by the instructors, so it would take a long time to get what was quite often a less-than-helpful response. Assignments were graded easily, but the final was tough.", CS4740,"QUALITY
2.0
DIFFICULTY
2.0","Jan 19th, 2016"
Claire Cardie,"Lectures can be a little dry (and she sometimes seems a bit nervous?) but Prof Cardie is super nice and helpful in person. Programming projects are interesting and not too hard. Needs to hire better or more TAs, though - I've taken both IR and NLP with her and both times the TA team was sub-par wrt to responsiveness and knowing what's going on.", INFO4300,"QUALITY
3.5
DIFFICULTY
3.0","May 7th, 2015"
Claire Cardie,"Information Retrieval is an interesting class. Claire is a pretty good lecturer, and bring her dog to class often. The one major flaw for this course was the grading structure, which as fairly ambiguous. This year 60% of the grade came from 3 problem sets, which were not easy. The pacing of the course is good, and Claire is willing to help you.", CS4300,"QUALITY
5.0
DIFFICULTY
2.0","Dec 25th, 2013"
Claire Cardie,"This field is very interesting and the instructor knows her stuff, so thats good. Even though there are no exams I think I learnt and understood/remember more concepts than in other subjects- because the assignments were designed very nicely. They were time-taking but interesting.", CS4740,"QUALITY
4.5
DIFFICULTY
4.0","May 6th, 2010"
Claire Cardie,"Machine Learning, Spring 2000. Senior year. Very difficult class, but I was interested in the material, so that helped. She was quite accessible as far as office hours, e-mail, etc.", CS476,"QUALITY
4.0
DIFFICULTY
2.0","Jun 7th, 2005"
Claire Cardie,No Comments, ARTIFICIAL,"QUALITY
3.0
DIFFICULTY
1.0","Jan 22nd, 2005"
Claire Cardie,She made something cool (AI) really really boring., CS472,"QUALITY
3.0
DIFFICULTY
4.0","Dec 7th, 2004"
Claire Cardie,"She gives such clear and nice lectures. The leture slides are very organized and well-written. She also gives very good homework--chanllenging enough not make you feel bored, but not too much to drive you crazy.. very nice! She is also a very helpful and understanding person.", CS472,"QUALITY
5.0
DIFFICULTY
3.0","Dec 5th, 2004"
Thorsten Joachims,"Honestly this class was a disaster, Lecture notes were terrible and most of the time was spent finding better resources to learn about every single thing he presented in class because he did such a terrible job explaining it in lecture or with lecture notes.", CS4780,"QUALITY
1.0
DIFFICULTY
4.0","Dec 15th, 2019"
Thorsten Joachims,Unclear and makes easy concepts unbelievably over complicated. Would not recommend., CS4780,"QUALITY
1.0
DIFFICULTY
4.0","Nov 19th, 2019"
Thorsten Joachims,"If Prof Thorsten is teaching machine learning, you have to take it. It's one of the toughest courses, but you feel your IQ is higher after it.", CS4780,"QUALITY
4.0
DIFFICULTY
3.0","Nov 18th, 2014"
Thorsten Joachims,"One of the best professors in Cornell CS. I learned so much in CS4780. He made the course challenging and very very interesting. Can't think of any other professor who might teach this course as well as he did. I heard Thorsten wasn't too great when teaching other courses (like CS2110), but CS4780 is a must-take if he's teaching it!", CS4780,"QUALITY
5.0
DIFFICULTY
4.0","Feb 9th, 2014"
Thorsten Joachims,"Crystal clear explanations, knows the material very well. You will learn in this class, although it will be difficult.", CS4780,"QUALITY
4.5
DIFFICULTY
4.0","Nov 26th, 2013"
Thorsten Joachims,One of the best classes I've taken!, CS4870,"QUALITY
4.0
DIFFICULTY
3.0","Oct 14th, 2013"
Thorsten Joachims,Good, CS4780,"QUALITY
3.0
DIFFICULTY
5.0","Sep 16th, 2012"
Thorsten Joachims,"do not take 2110 with this guy. project instructions were horrific. tests were ok, though. wait for an easier professor", CS2110,"QUALITY
3.0
DIFFICULTY
5.0","May 27th, 2011"
Thorsten Joachims,"Excellent understanding of the material and very good at explaining it. He likes the theory and mathematical aspects, and often derives the procedures used--very helpful for understanding them. Not the most exciting lecturer, but extremely clear. Homeworks were typically very challenging, but the tests were not hard.", CS472,"QUALITY
3.5
DIFFICULTY
4.0","Oct 18th, 2008"
Thorsten Joachims,"Obviously he doesn't really know much about artificial intelligence in general. His specialty is machine learning (SVM etc), and he tries to put too much SVM into his classes and exams.", CS472,"QUALITY
2.0
DIFFICULTY
2.0","Mar 14th, 2008"
Thorsten Joachims,"Great lecturer, very clear and organized. Homeworks (easy or unsolvable) and exam (mid to hard) did not match very well last semester. Many subjects covered are theoretical. I would probably preferred taking another course instead of this one. If you like theoretical stuff you might like it.", CS472,"QUALITY
4.0
DIFFICULTY
4.0","Jan 21st, 2008"
Thorsten Joachims,"His lectures were very clear, and he explained things well, including helpful examples. Exams were very straightforward; if you've done the assignments and gone to lecture, you are fine.", CS472,"QUALITY
5.0
DIFFICULTY
3.0","Feb 9th, 2006"
Hakim Weatherspoon,"Awful and unclear lectures, can only learn from textbook.", CS3410,"QUALITY
1.0
DIFFICULTY
4.0","Apr 16th, 2020"
Hakim Weatherspoon,"Hakim is one of the most fair and honest professors in Cornell. He wants everyone to do well and goes beyond what the majority of the rest of the faculty would do to achieve this goal. Some people complain that his lectures are unclear, but he releases them a day early so you can skim them before class to make up for it. +1 to him.", CS3410,"QUALITY
3.5
DIFFICULTY
3.0","Jul 22nd, 2015"
Hakim Weatherspoon,Most boring lecturer ever. Worst prof Ive ever had here., CS3410,"QUALITY
1.0
DIFFICULTY
5.0","Feb 10th, 2014"
Hakim Weatherspoon,Course is very poorly managed. Details/busy work interfere with the course content., CS3410,"QUALITY
1.5
DIFFICULTY
3.0","May 17th, 2013"
Hakim Weatherspoon,"Hakim is a smart guy who is very approachable. However, the class itself disinterests me, and I dont think this has anything to do with him. As a result, I didn't spend as much time on this class as it demands, therefore, I am not blaming anyone.", CS3410,"QUALITY
3.5
DIFFICULTY
5.0","May 6th, 2013"
Hakim Weatherspoon,"Textbook is your best friend in the class. Otherwise, you are all alone.", CS3410,"QUALITY
2.0
DIFFICULTY
5.0","Mar 30th, 2013"
Hakim Weatherspoon,"He is very knowledgeable and it seems his goal is to help his students do well. Class might be difficult at first, but bare with him and do all the assignments and you will do well. He also has a great personality and is very approachable.", CS3410,"QUALITY
4.5
DIFFICULTY
3.0","Mar 19th, 2012"
Hakim Weatherspoon,He has no idea what he is doing!, CS3410,"QUALITY
1.5
DIFFICULTY
4.0","Feb 2nd, 2012"
Hakim Weatherspoon,"He consistently delivered lectures as though he were seeing the slides for the first time. He was notoriously bad last semester, and this was evidenced by the consistently low scores (around 50's) of the tests. He has an excellent personality, but lectures and sections were never worth going to.", CS3410,"QUALITY
1.0
DIFFICULTY
4.0","Oct 26th, 2011"
Hakim Weatherspoon,"Great teacher, affable.", CS3410,"QUALITY
4.5
DIFFICULTY
2.0","Apr 20th, 2011"
Bharath Hariharan,"Great professor, the course covers a good amount. Explained things really well. Projects were fun to do.", CS4670,"QUALITY
5.0
DIFFICULTY
2.0","Oct 7th, 2020"
Bharath Hariharan,"Excellent professor and can explain topics very clearly. Could answer any question any student has instantly, and explain the answer very well.", CS4670,"QUALITY
5.0
DIFFICULTY
3.0","Sep 24th, 2020"
Bharath Hariharan,"The class wasn't much work, and the written homeworks and exams were very relevant. However, the projects were more programming-focused, so many hours were spent debugging code that I would rather have spent learning new concepts. Most of the class is dedicated to classical computer vision, and the last few weeks are spent on ML topics.", CS4670,"QUALITY
3.0
DIFFICULTY
3.0","Apr 25th, 2020"
Bharath Hariharan,"What kind of professor leaves most of the work ungraded, provides little to no lecture notes, and drops us in the deep end for exams? A very bad one.", CS5670,"QUALITY
1.0
DIFFICULTY
3.0","Jul 8th, 2019"
Bharath Hariharan,A very very bad class., CS5670,"QUALITY
1.0
DIFFICULTY
4.0","Jun 19th, 2019"
Bharath Hariharan,"Lectures were messy, half of the assignments were not graded, little to no feedback or prep. Avoid.", CS5670,"QUALITY
1.0
DIFFICULTY
1.0","May 26th, 2019"
Bharath Hariharan,Ive never taken such a disorganized course., CS5670,"QUALITY
1.0
DIFFICULTY
4.0","May 21st, 2019"
Bharath Hariharan,"Good teacher and explains material well. Decent slides and tests are pretty fair. However, assignments can be pretty confusing.", CS4670,"QUALITY
4.0
DIFFICULTY
3.0","May 17th, 2019"
Bharath Hariharan,"Unclear and sparse slides, virtually no exam preparation materials, unresponsive course staff, messy handwriting, unclear and bug -ridden programming assignments, changing syllabus, unfair grading guidelines, dry material.", CS5670,"QUALITY
1.0
DIFFICULTY
2.0","May 11th, 2019"
Bharath Hariharan,"Despite what the comments below say, Bharath cares a lot about all his students and tries to make the content as understandable as possible. This semester new projects were tried out and though the documentation was bad, he cleared up any misconceptions about the projects. Great to talk to and very approachable", CS4670,"QUALITY
5.0
DIFFICULTY
3.0","May 9th, 2019"
Bharath Hariharan,Terribly managed course., CS5670,"QUALITY
1.0
DIFFICULTY
4.0","May 7th, 2019"
Bharath Hariharan,Projects and assignments widely out of sync with lectures. Incomprehensible lectures. Terse slides., CS4670,"QUALITY
1.0
DIFFICULTY
2.0","Apr 1st, 2019"
Bharath Hariharan,"Lectures are well planned, and most of the learning is visual. Lecture notes are enough for a good understanding of the material and, most of the homework can be solved by just relying on it. Since the course projects are research-oriented, he grades them by looking at the amount of effort you put in and what you have learned from it.", CS6670,"QUALITY
5.0
DIFFICULTY
4.0","Oct 3rd, 2017"
Robert Kleinberg,"Prof. Kleinberg is one of those professors that, the more complicated the concept, the better he is at explaining it. His lectures on max flow, NP-Completeness, and Turing Machines were very helpful, while I mostly learned about greedy algorithms and DP from the book. His homeworks are definitely very challenging, with HW / Exam medians 50-60%", CS4820,"QUALITY
5.0
DIFFICULTY
5.0","Jun 4th, 2021"
Robert Kleinberg,"Prof. Kleinberg is an excellent instructor who is very good at explaining deep concepts, from NP Reductions to Turing Machines to Network Flow problems. His homeworks are quite difficult (some have had medians close to 50%), but I have learned so much in his class.", CS4820,"QUALITY
5.0
DIFFICULTY
4.0","Apr 16th, 2021"
Robert Kleinberg,He basically gives the answers to students he likes and students who have no shame when asking directly for the answers to problem sets. He is also not useful in lecture. The textbook was the only way someone could learn in that class. He just tried to show off and act cool during lecture., CS4820,"QUALITY
2.0
DIFFICULTY
4.0","Nov 26th, 2020"
Robert Kleinberg,great lecturer. fascinating course material. challenging weekly homework. super useful class., CS4820,"QUALITY
5.0
DIFFICULTY
4.0","May 1st, 2020"
Robert Kleinberg,"Bobby is, no lie, a genius and is well-respected. Lectures can be slow, but are very intuitive. #3 on problem sets can be very difficult sometimes. Exams are pretty easy. Advice: start psets the day they get released and rEAD the TEXTBOOK!", CS4820,"QUALITY
5.0
DIFFICULTY
4.0","May 26th, 2018"
